Customer Group,Set Source Warehouse,SO Item,Category,DELIVERY Note NO,DELIVERY Note DATE,DELIVERY Note ITEM,DELIVERY Note QTY,DN Total CBM,Transporter,PLACE Of SUPPLY
BlinkIT,HR11 - LORPL,LTBYB40,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTBMP01,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTBFC01,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTBC01,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTBMP01,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTPPB60,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTBYB40,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTBMP01,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTAFB01,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTAB02,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTPPB60,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTBYB40,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTBMP01,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTBFC01,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTAB02,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTWC51,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTPPB60,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTBYB40,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTBMP01,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTBFC01,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTBFB01,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTBC02,Litt,,,,,,,
BlinkIT,HR11 - LORPL,LTBB02,Litt,,,,,,,
Corporate Sales Debtors,HR11 - LORPL,LLMG_Large Jar,Spares,DN-25-26-195766,30-03-26,LLMG_Large Jar,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLMG45_Motor coupler,Spares,DN-25-26-195765,30-03-26,LLMG45_Motor coupler,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLMG_MediumJar,Spares,DN-25-26-195765,30-03-26,LLMG_MediumJar,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLMG_SmallJar,Spares,DN-25-26-195773,30-03-26,LLMG_SmallJar,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLMG_MediumJar,Spares,DN-25-26-195773,30-03-26,LLMG_MediumJar,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLMG_SmallJar,Spares,DN-25-26-195768,30-03-26,LLMG_SmallJar,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLMG_Large Jar,Spares,DN-25-26-195768,30-03-26,LLMG_Large Jar,1,0.000001,,
Corporate Sales Debtors,HR11 - LORPL,LLIC103,SHA,DN-25-26-195738,30-03-26,LLIC103,1,0.01703625,DTDC EXPRESS LIMITED,Gurugram_Haryana
Amazon,HR11 - LORPL,LLSCBW04,Sports & Fitness,,,,,,,
Amazon,HR11 - LORPL,LLSCBW03,Sports & Fitness,,,,,,,
Amazon,HR11 - LORPL,LLSCBW02,Sports & Fitness,,,,,,,
Amazon,HR11 - LORPL,LLSCBW01,Sports & Fitness,,,,,,,
Amazon,HR11 - LORPL,LLEK15,SHA,,,,,,,
Amazon,HR11 - LORPL,LLUSBCF03,Seasonal,,,,,,,
Corporate Sales Debtors,HR11 - LORPL,LLMG39_01,Spares,DN-25-26-195764,30-03-26,LLMG39_01,1,0.000001,,
Amazon,HR11 - LORPL,LLMD01,Kitchen & Dining,,,,,,,
Amazon,HR11 - LORPL,LLHT008,Kitchen & Dining,,,,,,,
Amazon,HR11 - LORPL,LLHT007,Kitchen & Dining,,,,,,,
Amazon,HR11 - LORPL,LLHB04,Premium SHA,,,,,,,
Amazon,HR11 - LORPL,LLGS12A,Kitchen & Dining,,,,,,,
Amazon,HR11 - LORPL,LLEKP03,Premium SHA,,,,,,,
Amazon,HR11 - LORPL,LLEKG01,Premium SHA,,,,,,,
Amazon,HR11 - LORPL,LLEK15,SHA,,,,,,,
Amazon,HR11 - LORPL,LLEEB09,Emerging Innovations,,,,,,,
Amazon,HR11 - LORPL,LLDEK02,Premium SHA,,,,,,,
Amazon,HR11 - LORPL,LLDEK01,Premium SHA,,,,,,,
Amazon,HR11 - LORPL,LLCBCSP04,Kitchen & Dining,,,,,,,
Amazon,HR11 - LORPL,LLBTK01,Kitchen & Dining,,,,,,,
Amazon,HR11 - LORPL,LLBT03,Kitchen & Dining,,,,,,,
INTERNAL COMPANY,HR11 - LORPL,LLKTC05,Sports & Fitness,DN-25-26-196488,31-03-26,LLKTC05,70,4.6872,DTDC EXPRESS LIMITED,
INTERNAL COMPANY,HR11 - LORPL,LLKS14,Sports & Fitness,DN-25-26-196488,31-03-26,LLKS14,6,0.117624,DTDC EXPRESS LIMITED,
INTERNAL COMPANY,HR11 - LORPL,LLKS13,Sports & Fitness,DN-25-26-196488,31-03-26,LLKS13,6,0.124254,DTDC EXPRESS LIMITED,
INTERNAL COMPANY,HR11 - LORPL,LLKS06,Sports & Fitness,DN-25-26-196488,31-03-26,LLKS06,12,0.235248,DTDC EXPRESS LIMITED,
INTERNAL COMPANY,HR11 - LORPL,LLKS05,Sports & Fitness,DN-25-26-196488,31-03-26,LLKS05,6,0.310752,DTDC EXPRESS LIMITED,
INTERNAL COMPANY,HR11 - LORPL,LLKS03,Sports & Fitness,DN-25-26-196488,31-03-26,LLKS03,9,0.193284,DTDC EXPRESS LIMITED,
INTERNAL COMPANY,HR11 - LORPL,LLKPCTC05,Sports & Fitness,DN-25-26-196488,31-03-26,LLKPCTC05,18,1.044576,DTDC EXPRESS LIMITED,
INTERNAL COMPANY,HR11 - LORPL,LLCWPH01,Baby,DN-25-26-196488,31-03-26,LLCWPH01,1,0.061659,DTDC EXPRESS LIMITED,
INTERNAL COMPANY,HR11 - LORPL,LLCR27,Toys,,,,,,,
INTERNAL COMPANY,HR11 - LORPL,LLCR09,Toys,DN-25-26-196488,31-03-26,LLCR09,1,0.031625,DTDC EXPRESS LIMITED,
INTERNAL COMPANY,HR11 - LORPL,LLCPR01,Toys,DN-25-26-196488,31-03-26,LLCPR01,6,0.384192,DTDC EXPRESS LIMITED,
INTERNAL COMPANY,HR11 - LORPL,LLCKSR01,Toys,DN-25-26-196488,31-03-26,LLCKSR01,7,0.539,DTDC EXPRESS LIMITED,
INTERNAL COMPANY,HR11 - LORPL,LLCHR01,Toys,DN-25-26-196488,31-03-26,LLCHR01,3,0.17496,DTDC EXPRESS LIMITED,
BlinkIT,HR11 - LORPL,LLSBW01,Sports & Fitness,,,,,,,
BlinkIT,HR11 - LORPL,LLFWV01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLYB111,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLYB102,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLSHB04,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLSHB03,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD08,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD07,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLNK01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKTC06,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLHRD03,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLBC01,Home Improvements,,,,,,,
Zepto,HR11 - LORPL,LLBAHFH19,Home Improvements,,,,,,,
Zepto,HR11 - LORPL,LLAW04,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLAW02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLAS04,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLSR01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLSCBP02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD08,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD07,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLNK01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLHARS01,Home Improvements,,,,,,,
Zepto,HR11 - LORPL,LLBAHFH19,Home Improvements,,,,,,,
Zepto,HR11 - LORPL,LLAW04,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLAS04,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLAS01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLAR01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLYB111,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLSHB03,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD07,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLNK08,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS15,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLAS04,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLSCBP01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD08,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLNK01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS15,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKPCTC05,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLBC01,Home Improvements,,,,,,,
Zepto,HR11 - LORPL,LLAS04,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLSHB03,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLSCBP01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD08,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD07,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLNK08,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLNK06,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS14,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLBC01,Home Improvements,,,,,,,
Zepto,HR11 - LORPL,LLBACP01,Home Improvements,,,,,,,
Zepto,HR11 - LORPL,LLAS04,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLYM223,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLSCBP02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD08,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD07,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLNK08,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKTC06,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKTC05,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS05,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKPCTC05,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLBAHFH19,Home Improvements,,,,,,,
Zepto,HR11 - LORPL,LLAW04,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLSHB04,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLSHB03,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLSCBP01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLNK06,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKTC06,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKTC05,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLAW04,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLAW01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLAS01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLSM120G,Premium SHA,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD08,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD07,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLMG300,SHA,,,,,,,
Zepto,HR11 - LORPL,LLMG202,SHA,,,,,,,
Zepto,HR11 - LORPL,LLKS13,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLFAHG01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLEK60,SHA,,,,,,,
Zepto,HR11 - LORPL,LLEB02,SHA,,,,,,,
Zepto,HR11 - LORPL,LLAW04,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLAS04,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLYM93,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS13,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLFAHG01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLBAHF09,Home Improvements,,,,,,,
Zepto,HR11 - LORPL,LLYM93,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLYM72,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD03,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS13,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLBAHF09,Home Improvements,,,,,,,
Zepto,HR11 - LORPL,LLYM98,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLYM72,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLSHB02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD06,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLBAHF09,Home Improvements,,,,,,,
Zepto,HR11 - LORPL,LLYM98,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLFAHG01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLBAHF09,Home Improvements,,,,,,,
Zepto,HR11 - LORPL,LLYM72,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLFAHG01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLBAHF09,Home Improvements,,,,,,,
Zepto,HR11 - LORPL,LLYM98,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLYM93,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLYM72,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLBAHF09,Home Improvements,,,,,,,
Zepto,HR11 - LORPL,LLYM93,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLYM72,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD03,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS13,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLBS01,Home Improvements,,,,,,,
Zepto,HR11 - LORPL,LLYM98,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS13,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLBAHF09,Home Improvements,,,,,,,
Zepto,HR11 - LORPL,LLYM98,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLYM93,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLYM72,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS13,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLFAHG01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLYM98,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLYM72,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLSM120G,Premium SHA,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLMG40,SHA,,,,,,,
Zepto,HR11 - LORPL,LLMG300,SHA,,,,,,,
Zepto,HR11 - LORPL,LLMG202,SHA,,,,,,,
Zepto,HR11 - LORPL,LLKS06,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLFAHG01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLEK60,SHA,,,,,,,
Zepto,HR11 - LORPL,LLEB05,SHA,,,,,,,
Zepto,HR11 - LORPL,LLEB02,SHA,,,,,,,
Zepto,HR11 - LORPL,LLBC01,Home Improvements,,,,,,,
Zepto,HR11 - LORPL,LLAS04,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLYM98,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLYM93,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLYM72,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLYM72,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD08,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD07,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLPVCHD02,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLMG300,SHA,,,,,,,
Zepto,HR11 - LORPL,LLMG202,SHA,,,,,,,
Zepto,HR11 - LORPL,LLKS13,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLFAHG01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLNK08,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLNK06,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLNK01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLNDR01,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKTC06,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS06,Sports & Fitness,,,,,,,
Zepto,HR11 - LORPL,LLKS01,Sports & Fitness,,,,,,,
Offline – GT,HR11 - LORPL,LLGSD07,Kitchen & Dining,DN-25-26-196481,31-03-26,LLGSD07,6,0.2997,Safexpress Private Limited,Ahemdabad_Gujarat
Amazon,HR11 - LORPL,LLSI16,Premium SHA,,,,,,,
Flipkart,HR11 - LORPL,SE_VC_003,GoMechanic,DN-25-26-195720,30-03-26,SE_VC_003,16,0.063823872,DTDC EXPRESS LIMITED,Guwahati_Assam
Flipkart,HR11 - LORPL,LLYM115,Sports & Fitness,DN-25-26-195721,30-03-26,LLYM115,48,0.41472,DTDC EXPRESS LIMITED,Guwahati_Assam
Flipkart,HR11 - LORPL,LLPVCHD02,Sports & Fitness,DN-25-26-195735,30-03-26,LLPVCHD02,48,0.3713136,DTDC EXPRESS LIMITED,Guwahati_Assam
Flipkart,HR11 - LORPL,LLPVCHD01,Sports & Fitness,DN-25-26-195735,30-03-26,LLPVCHD01,48,0.147744,DTDC EXPRESS LIMITED,Guwahati_Assam
Store4-Ghaziabad,HR11 - LORPL,LLBT02,Kitchen & Dining,DN-25-26-195698,30-03-26,LLBT02,20,0.029,DTDC EXPRESS LIMITED, Model Town West Ghaziabad Near Opulent Mall_Uttar Pradesh
Amazon,HR11 - LORPL,LL1070WM,Home Improvements,DN-25-26-195365,28-03-26,LL1070WM,8,0.15092,Loadit Supply Services Pvt Ltd,Gurugram_Haryana
Amazon,HR11 - LORPL,LLCMNK02,Baby,DN-25-26-195367,28-03-26,LLCMNK02,22,0.27918,Loadit Supply Services Pvt Ltd,GURUGRAM _Haryana
Amazon,HR11 - LORPL,LLCMBD12,Baby,DN-25-26-195376,28-03-26,LLCMBD12,1,0.015147,Loadit Supply Services Pvt Ltd,GURUGRAM _Haryana
Amazon,HR11 - LORPL,LLCMNK02,Baby,DN-25-26-195369,28-03-26,LLCMNK02,3,0.03807,Loadit Supply Services Pvt Ltd,GURUGRAM _Haryana
Amazon,HR11 - LORPL,LLCMNK02,Baby,DN-25-26-195366,28-03-26,LLCMNK02,12,0.15228,Loadit Supply Services Pvt Ltd,GURUGRAM _Haryana
Amazon,HR11 - LORPL,SE_MAT_002_Grey_18mm,GoMechanic,DN-25-26-195361,28-03-26,SE_MAT_002_Grey_18mm,1,0.019276,Loadit Supply Services Pvt Ltd,Gurugram_Haryana
Amazon,HR11 - LORPL,LLHIHP01,Home Improvements,DN-25-26-195363,28-03-26,LLHIHP01,1,0.00855,Loadit Supply Services Pvt Ltd,Gurugram_Haryana
Amazon,HR11 - LORPL,LLCFBT02,Toys,DN-25-26-195607,29-03-26,LLCFBT02,66,1.907928,SKY SUPPLY CHAIN SOLUTION PVT LTD,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLCWEBK02,Toys,,,,,,,
Amazon,HR11 - LORPL,LLCSRO01,Toys,DN-25-26-195586,29-03-26,LLCSRO01,33,2.083158,SKY SUPPLY CHAIN SOLUTION PVT LTD,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLCSRO01,Toys,DN-25-26-195602,29-03-26,LLCSRO01,93,5.870718,SKY SUPPLY CHAIN SOLUTION PVT LTD,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLCP05,Health Care Devices,DN-25-26-195547,28-03-26,LLCP05,355,2.7066336,Loadit Supply Services Pvt Ltd,GURUGRAM_Haryana
Amazon,HR11 - LORPL,LLHIIB05,Home Improvements,DN-25-26-195360,28-03-26,LLHIIB05,7,0.238336,Loadit Supply Services Pvt Ltd,Gurugram_Haryana
Amazon,HR11 - LORPL,LLCKSR01,Toys,DN-25-26-195372,28-03-26,LLCKSR01,3,0.231,Loadit Supply Services Pvt Ltd,GURUGRAM _Haryana
Amazon,HR11 - LORPL,LLHIHP01,Home Improvements,DN-25-26-195364,28-03-26,LLHIHP01,2,0.0171,Loadit Supply Services Pvt Ltd,Gurugram_Haryana
Amazon,HR11 - LORPL,LL1070GG,Home Improvements,DN-25-26-195364,28-03-26,LL1070GG,1,0.0189,Loadit Supply Services Pvt Ltd,Gurugram_Haryana
Amazon,HR11 - LORPL,LLCWEBK02,Toys,,,,,,,
Amazon,HR11 - LORPL,LLCMBD12,Baby,,,,,,,
Amazon,HR11 - LORPL,LLEWH18,Emerging Innovations,DN-25-26-195542,28-03-26,LLEWH18,4,0.0133056,Loadit Supply Services Pvt Ltd,GURUGRAM_Haryana
Amazon,HR11 - LORPL,LLHICDR05,Home Improvements,DN-25-26-195564,28-03-26,LLHICDR05,49,3.94548,OM SAI TRANSPORT MUMBAI,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLHICDR05,Home Improvements,DN-25-26-195561,28-03-26,LLHICDR05,439,35.34828,OM SAI TRANSPORT MUMBAI,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLHICDR04,Home Improvements,DN-25-26-195561,28-03-26,LLHICDR04,27,0.161406,OM SAI TRANSPORT MUMBAI,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLHICDR05,Home Improvements,DN-25-26-195582,29-03-26,LLHICDR05,148,11.91696,SKY SUPPLY CHAIN SOLUTION PVT LTD,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLHIIB05,Home Improvements,DN-25-26-195601,29-03-26,LLHIIB05,230,7.83104,SKY SUPPLY CHAIN SOLUTION PVT LTD,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLEPP09,Emerging Innovations,DN-25-26-195562,28-03-26,LLEPP09,137,0.46991,OM SAI TRANSPORT MUMBAI,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLEPP09,Emerging Innovations,DN-25-26-195600,29-03-26,LLEPP09,66,0.22638,SKY SUPPLY CHAIN SOLUTION PVT LTD,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLHIIB05,Home Improvements,DN-25-26-195383,28-03-26,LLHIIB05,660,22.47168,SKY SUPPLY CHAIN SOLUTION PVT LTD,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLHIIB05,Home Improvements,DN-25-26-195553,28-03-26,LLHIIB05,86,2.928128,SKY SUPPLY CHAIN SOLUTION PVT LTD,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLHIIB04,Home Improvements,DN-25-26-195553,28-03-26,LLHIIB04,83,1.01343,SKY SUPPLY CHAIN SOLUTION PVT LTD,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLHIIB05,Home Improvements,DN-25-26-195581,29-03-26,LLHIIB05,77,2.621696,SKY SUPPLY CHAIN SOLUTION PVT LTD,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLCKSR01,Toys,DN-25-26-195368,28-03-26,LLCKSR01,1,0.077,Loadit Supply Services Pvt Ltd,GURUGRAM _Haryana
Amazon,HR11 - LORPL,LLCFT01,Toys,,,,,,,
Amazon,HR11 - LORPL,LLPSW01,Home Improvements,,,,,,,
Amazon,HR11 - LORPL,LLWMCDR01,Home Improvements,DN-25-26-195554,28-03-26,LLWMCDR01,54,1.0368,SKY SUPPLY CHAIN SOLUTION PVT LTD,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLHIIB04,Home Improvements,DN-25-26-195554,28-03-26,LLHIIB04,463,5.65323,SKY SUPPLY CHAIN SOLUTION PVT LTD,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLHICS01,Home Improvements,,,,,,,
Amazon,HR11 - LORPL,LLEDP09,Emerging Innovations,,,,,,,
Amazon,HR11 - LORPL,LLCDL01,Home Improvements,DN-25-26-195555,28-03-26,LLCDL01,146,2.61632,SKY SUPPLY CHAIN SOLUTION PVT LTD,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLHICDR05,Home Improvements,DN-25-26-195580,29-03-26,LLHICDR05,26,2.09352,SKY SUPPLY CHAIN SOLUTION PVT LTD,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLCDR03,Home Improvements,DN-25-26-195580,29-03-26,LLCDR03,282,6.815376,SKY SUPPLY CHAIN SOLUTION PVT LTD,Hyderabad_Telangana
Amazon,HR11 - LORPL,LLHICDR04,Home Improvements,DN-25-26-195563,28-03-26,LLHICDR04,316,1.889048,OM SAI TRANSPORT MUMBAI,Hyderabad_Telangana
